107076,55.80001,37.70038
109145,55.70102,37.84614
105187,55.87241,37.54047
105122,55.80395,37.76177
107553,55.80403,37.75636
111399,55.75779,37.80182
105264,55.7985,37.79364
111672,55.74008,37.86784
111397,55.7503,37.79554
107023,55.78614,37.70903
111020,55.76725,37.70868
119034,55.73761,37.59325
121096,55.72996,37.49651
121108,55.74167,37.4233
121351,55.73278,37.4111
121353,55.71069,37.40192
119619,55.65135,37.37611
119530,55.69168,37.44857
119331,55.7004,37.52227
119192,55.69583,37.48895
119590,55.71889,37.5106
123290,55.75863,37.52292
124683,55.73209,37.57344
124536,55.99043,37.25011
125190,55.80632,37.51696
125124,55.73209,37.57344
127238,55.85028,37.55815
125171,55.81753,37.50014
125183,55.84173,37.54461
125493,55.84365,37.50864
127644,55.89334,37.52624
141400,55.94777,37.4114
125310,55.83476,37.41979
125502,55.86291,37.49123
129226,55.83804,37.64762
127410,55.873,37.57742
129329,55.86023,37.64538
127576,55.89278,37.57601
127204,55.93339,37.54727
127427,55.81834,37.60778
129085,55.8093,37.62662
127081,55.87622,37.63246
129337,55.85817,37.69259
123464,55.84116,37.38296
125627,55.85001,37.38781
125371,55.8324,37.4161
123103,55.78434,37.43846
123298,55.78638,37.49671
123260,55.73209,37.57344
105062,55.75985,37.65025
105229,55.73209,37.57344
114054,55.73209,37.57344
115184,55.73755,37.62912
107217,55.77035,37.64973
107031,55.76423,37.62128
123100,55.75843,37.55545
123610,55.75363,37.55664
109147,55.73652,37.6677
103132,55.73209,37.57344
125032,55.73209,37.57344
119021,55.73491,37.58903
119072,55.74352,37.61421
109431,55.67958,37.85416
109341,55.65734,37.77212
109649,55.73209,37.57344
109457,55.71209,37.7714
111250,55.75946,37.69936
115408,55.63883,37.7444
115582,55.62516,37.69355
117405,55.58434,37.59986
119261,55.68271,37.54117
109383,55.66874,37.71285
109263,55.69682,37.74499
117312,55.69672,37.5756
117149,55.66163,37.60069
117279,55.63792,37.52986
117335,55.67748,37.55268
117133,55.6284,37.4837
117624,55.54832,37.56239
115372,55.58579,37.67182
117545,55.60945,37.62106
115533,55.6802,37.6483
115478,55.73209,37.57344
115407,55.68245,37.68886
117648,55.63629,37.59586
107150,55.81808,37.72363
111395,55.72557,37.80578
105203,55.7919,37.8143
107065,55.82589,37.81509
107589,55.82149,37.82423
111524,55.75,37.75489
105275,55.77634,37.73798
111673,55.73816,37.85442
111398,55.74036,37.76977
107061,55.79496,37.71988
107014,55.80112,37.6758
119634,55.64029,37.34733
121151,55.74342,37.55075
121500,55.78483,37.34427
121359,55.74593,37.39471
121354,55.71864,37.41556
119633,55.64117,37.36587
119602,55.67084,37.46703
119454,55.67653,37.49375
119234,55.70435,37.53161
119620,55.64761,37.40579
121355,55.73209,37.57344
125999,55.80792,37.50316
115280,55.70898,37.64675
125315,55.80786,37.52307
125130,55.82658,37.51312
127247,55.87553,37.54719
125212,55.83422,37.49086
125195,55.85901,37.47122
125499,55.8533,37.50317
125635,55.8717,37.51173
141411,55.92147,37.41318
127206,55.8119,37.55999
125581,55.85723,37.4972
129243,55.73209,37.57344
127549,55.88673,37.59455
129343,55.85067,37.65219
127018,55.79456,37.59837
127572,55.9033,37.58041
127055,55.78595,37.59973
129223,55.82761,37.63762
127221,55.87848,37.65249
129338,55.85911,37.6987
123627,55.73209,37.57344
143400,55.86956,37.361
125424,55.82837,37.43531
123181,55.81263,37.41269
123423,55.77621,37.47424
125009,55.76218,37.60454
105064,55.75963,37.666
107078,55.76962,37.64703
115035,55.73587,37.633
115324,55.73209,37.57344
107228,55.73209,37.57344
109012,55.75869,37.62198
123104,55.76255,37.60097
125047,55.77406,37.59044
109189,55.73209,37.57344
103265,55.73209,37.57344
125267,55.73209,37.57344
119048,55.69975,37.49759
119134,55.73209,37.57344
109444,55.70575,37.81301
109382,55.66769,37.74512
109117,55.73209,37.57344
109462,55.70045,37.75548
109235,55.65733,37.69713
115409,55.64605,37.66808
115583,55.60401,37.73067
117420,55.66466,37.54904
109144,55.64628,37.74356
109388,55.68359,37.72503
109390,55.69901,37.73705
117447,55.68312,37.59541
117209,55.66206,37.57806
117321,55.62567,37.51812
117198,55.64931,37.4981
117465,55.62061,37.49399
142002,55.73209,37.57344
115404,55.597,37.66405
117546,55.59067,37.63944
117208,55.63106,37.60329
115522,55.6446,37.65677
115470,55.68341,37.6723
117519,55.61097,37.60164
107258,55.8116,37.71158
111402,55.73971,37.805
105484,55.80355,37.82316
107143,55.82008,37.75316
105043,55.7926,37.79125
111531,55.77014,37.82948
105425,55.80363,37.78517
111674,55.68318,37.92487
105118,55.76752,37.73323
107140,55.78143,37.66327
107113,55.69504,37.68469
127006,55.69362,37.41138
121165,55.74195,37.54365
121552,55.75001,37.43227
121433,55.73718,37.46433
121357,55.71368,37.45262
119361,55.68184,37.45812
121352,55.72169,37.47272
119571,55.67495,37.50202
119285,55.72452,37.52917
119526,55.66278,37.49144
124365,55.73209,37.57344
124305,56.01052,37.1935
124575,55.98679,37.1773
125319,55.80487,37.54037
125252,55.79056,37.52244
127474,55.86226,37.55846
127299,55.81974,37.52166
125413,55.86023,37.51688
125565,55.85151,37.47601
125008,55.83472,37.53515
141431,55.9437,37.33809
127422,55.81562,37.56862
123007,55.77204,37.52492
129301,55.82418,37.65832
127566,55.87264,37.60547
129345,55.88051,37.68189
127254,55.81403,37.59424
129336,55.87693,37.69768
127473,55.77917,37.61126
129515,55.8236,37.62338
127224,55.8887,37.67015
129347,55.87669,37.71841
125222,55.83416,37.36268
143411,55.73209,37.57344
125364,55.84496,37.454
123592,55.80697,37.40054
119002,55.74811,37.59084
127025,55.73209,37.57344
105066,55.77056,37.66904
107174,55.73209,37.57344
115054,55.72399,37.63657
119017,55.73106,37.62455
107450,55.73209,37.57344
127051,55.76853,37.62212
123242,55.76057,37.5776
109004,55.74439,37.65974
109544,55.74234,37.68361
103426,55.73209,37.57344
125375,55.76211,37.6069
119121,55.73855,37.57532
119180,55.73594,37.61694
109469,55.6576,37.77162
109428,55.72405,37.76703
109125,55.71123,37.74636
121115,55.73209,37.57344
109518,55.72072,37.73539
115432,55.69688,37.68446
115612,55.63192,37.75738
117513,55.64561,37.49003
109369,55.65095,37.73614
109548,55.69379,37.71557
115193,55.70795,37.67364
117449,55.69375,37.59268
117303,55.65085,37.58789
117342,55.64426,37.53914
117630,55.66028,37.53147
117246,55.65476,37.55631
117463,55.59827,37.53812
115406,55.6066,37.67788
115211,55.63655,37.71923
115573,55.62096,37.74166
115230,55.67052,37.62365
117556,55.65152,37.61388
117534,55.60078,37.59106
107370,55.80822,37.72566
111538,55.71984,37.83691
105523,55.80909,37.82455
107207,55.81614,37.8076
105568,55.77787,37.82935
111555,55.76153,37.83147
111621,55.71315,37.8582
121069,55.73643,37.73247
111024,55.74793,37.72375
105215,55.8052,37.79977
129164,55.81389,37.64324
143350,55.78609,37.2074
121170,55.73528,37.51527
121609,55.75937,37.40073
121467,55.73515,37.43408
121596,55.72055,37.40388
119415,55.6807,37.50201
121530,55.73209,37.57344
119607,55.69067,37.4935
119311,55.68962,37.53204
119606,55.6653,37.47775
124498,55.98127,37.21277
124460,55.99663,37.22349
109387,55.67104,37.76204
127083,55.79782,37.56106
125284,55.78425,37.55584
127486,55.86844,37.53653
127237,55.87788,37.55959
125414,55.86731,37.50038
125412,55.88069,37.51931
125239,55.83244,37.52157
127092,55.73209,37.57344
127434,55.81862,37.57252
123308,55.77786,37.49523
129344,55.84373,37.66137
129281,55.87402,37.67068
127349,55.89871,37.59656
127322,55.82257,37.58523
129346,55.87649,37.69191
129272,55.79456,37.62514
127490,55.8633,37.61617
127282,55.88878,37.64348
123098,55.79821,37.46257
125368,55.84699,37.34967
125362,55.8265,37.44547
125459,55.84528,37.42856
123060,55.79861,37.48432
119019,55.75548,37.60081
101000,55.7616,37.6411
105082,55.77543,37.68784
109028,55.74637,37.64535
115093,55.72049,37.62475
119049,55.72508,37.60311
129090,55.78764,37.63363
103274,55.73209,37.57344
123286,55.73209,37.57344
109029,55.73345,37.69157
111033,55.75415,37.68683
109097,55.75811,37.62415
127030,55.77779,37.60669
119270,55.71814,37.56336
109153,55.69357,37.85408
109472,55.69436,37.78929
109429,55.64272,37.80046
109378,55.70595,37.7812
109052,55.73245,37.73928
109651,55.65308,37.72482
115547,55.58034,37.66558
117042,55.54736,37.52623
117574,55.60545,37.51939
109652,55.6486,37.75471
115088,55.71261,37.68057
117036,55.6893,37.57579
119119,55.70284,37.57034
117452,55.64867,37.60343
117437,55.64373,37.50908
119421,55.66332,37.52167
117418,55.66933,37.57045
117525,55.62094,37.59404
115516,55.62742,37.65341
115682,55.61848,37.74403
115597,55.60626,37.74282
115446,55.66761,37.65271
117587,55.62327,37.60989
117535,55.59017,37.61533
107392,55.80291,37.7248
111539,55.73703,37.83596
105554,55.78966,37.80294
107241,55.81619,37.77485
111123,55.76187,37.77626
111558,55.76023,37.82671
111622,55.72097,37.85737
111141,55.74795,37.76979
111401,55.75557,37.78302
105094,55.7763,37.7075
115419,55.66667,37.43517
121059,55.73949,37.55788
121248,55.74714,37.55785
121614,55.76588,37.41776
121471,55.70294,37.42905
119297,55.63494,37.38211
119501,55.70718,37.47853
124527,55.98102,37.20324
119136,55.73174,37.5354
119330,55.71417,37.52483
121309,55.74736,37.48932
124617,55.73209,37.57344
124482,55.99519,37.21639
125040,55.78237,37.57313
127220,55.79455,37.57496
127015,55.79929,37.58494
127540,55.86503,37.5622
127411,55.89407,37.53268
125438,55.84776,37.52748
125599,55.88205,37.49284
125445,55.90628,37.41241
125057,55.80303,37.51765
127550,55.83211,37.55738
125468,55.73209,37.57344
129366,55.82184,37.64917
129323,55.85286,37.63758
127543,55.89623,37.61933
127521,55.80164,37.61206
127106,55.85015,37.5809
129594,55.79675,37.61852
127562,55.85979,37.59257
127642,55.87644,37.64724
123458,55.79278,37.40244
125430,55.84391,37.37361
125363,55.89362,37.3923
125476,55.84055,37.40533
123154,55.7802,37.4688
121099,55.75065,37.58153
103070,55.73209,37.57344
105120,55.75313,37.67108
109240,55.75066,37.55308
115114,55.72006,37.64319
107045,55.77057,37.63195
101001,55.76441,37.6366
123001,55.76276,37.59336
123317,55.75631,37.53885
109044,55.72989,37.66449
115172,55.73893,37.65247
109289,55.73209,37.57344
127381,55.73209,37.57344
109180,55.73209,37.57344
109156,55.68833,37.85623
109507,55.69859,37.82009
109451,55.66024,37.76149
109439,55.69997,37.78456
109202,55.73653,37.74572
115191,55.7073,37.61919
115563,55.61784,37.71365
117186,55.67583,37.6037
117628,55.57124,37.57765
140008,55.73209,37.57344
109456,55.72167,37.78327
117218,55.67975,37.57683
119296,55.69176,37.54993
117461,55.65382,37.56896
117485,55.64862,37.52037
117216,55.56724,37.57766
117041,55.73209,37.57344
117588,55.6067,37.53369
115598,55.58172,37.6885
115068,55.71262,37.66095
115304,55.63083,37.67602
115487,55.66921,37.65252
117639,55.64373,37.61795
117570,55.61191,37.58597
107564,55.82036,37.69513
105077,55.79811,37.80923
105173,55.81505,37.86817
107497,55.8156,37.79503
111396,55.7483,37.8162
105037,55.78986,37.7731
111625,55.71137,37.88749
111394,55.74717,37.79993
105318,55.78379,37.72767
105679,55.73209,37.57344
119027,55.6066,37.45645
121087,55.75015,37.50912
121374,55.72372,37.44176
115580,55.62095,37.74875
121615,55.73901,37.43303
119618,55.66495,37.41297
119517,55.70592,37.46737
119313,55.67535,37.53208
119146,55.72681,37.56721
119334,55.71014,37.57438
121601,55.76479,37.48855
124681,55.90732,37.26273
124489,55.98079,37.2579
125167,55.79576,37.54105
127287,55.80213,37.5707
127137,55.73209,37.57344
127591,55.88503,37.55805
129075,55.81141,37.6217
125481,55.86058,37.44425
127253,55.9073,37.55524
125466,55.89769,37.38815
125080,55.80789,37.49745
125475,55.87385,37.48811
129110,55.79004,37.6282
129626,55.80886,37.64749
129327,55.86694,37.66898
127560,55.88958,37.60559
109316,55.72017,37.70475
127276,55.83745,37.59096
127273,55.85578,37.59753
129128,55.83548,37.6651
141700,55.93006,37.51426
125373,55.84487,37.40885
125464,55.84095,37.38789
125367,55.82064,37.47422
125480,55.85942,37.42325
123182,55.80758,37.46679
121205,55.75328,37.57848
105005,55.72845,37.66149
105175,55.73209,37.57344
123022,55.76347,37.55067
115162,55.71925,37.6146
107139,55.77006,37.646
107016,55.73209,37.57344
123056,55.77085,37.58435
123557,55.76895,37.5725
109074,55.75227,37.63451
119004,55.73209,37.57344
119435,55.7309,37.57127
127495,55.73209,37.57344
119071,55.71429,37.5938
109377,55.71366,37.78934
109542,55.71376,37.81472
109559,55.67374,37.77654
109443,55.70334,37.76716
111116,55.75705,37.70867
115201,55.65093,37.63313
115569,55.61824,37.68514
117393,55.66552,37.53229
117647,55.62561,37.5252
109391,55.73209,37.57344
109129,55.70396,37.74196
117292,55.68521,37.56483
119333,55.69737,37.56039
117638,55.66469,37.60931
117152,55.69295,37.60703
117623,55.74896,37.48803
117105,55.69077,37.61906
117593,55.60839,37.54566
117403,55.58144,37.63592
115225,55.73209,37.57344
115477,55.63077,37.65139
115142,55.67887,37.6919
115551,55.61327,37.70859
